Name,ID,State,Notes,User,Tags,Created,Runtime,Sweep,batch_size,client_lr,dataset,dataset_size_limit,epochs,epochs_per_client,loss_function,lr_decay,model,num_clients,num_rounds,random_seed,sampling,server_lr,use_experimental_simulation_loop,central_dataset_index,acc,best_epoch,best_val_confusion_matrix,best_val_loss,epoch,len_train,loss,params,round,shuffle_buffer,val_acc,val_auc_nct,val_auc_nict,val_auc_pct,val_loss,val_metrics.accuracy,val_metrics.macro avg.f1-score,val_metrics.macro avg.precision,val_metrics.macro avg.recall,val_metrics.macro avg.support,val_metrics.nct.accuracy,val_metrics.nct.f1-score,val_metrics.nct.precision,val_metrics.nct.recall,val_metrics.nct.specificity,val_metrics.nct.support,val_metrics.nict.accuracy,val_metrics.nict.f1-score,val_metrics.nict.precision,val_metrics.nict.recall,val_metrics.nict.specificity,val_metrics.nict.support,val_metrics.pct.accuracy,val_metrics.pct.f1-score,val_metrics.pct.precision,val_metrics.pct.recall,val_metrics.pct.specificity,val_metrics.pct.support,val_metrics.weighted avg.f1-score,val_metrics.weighted avg.precision,val_metrics.weighted avg.recall,val_metrics.weighted avg.support
"{model: vgg_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 2}",j1bznwa1,finished,-,maxb,,2021-04-26T21:35:59.000Z,7884,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,2,,4242,stratified_shuffle_deterministic,,,0,0.5068864226,150,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,1.027260303,14768835,,,,,,,1.027219176,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 1, epochs_per_client: 5}",k26bk362,finished,-,maxb,host-max-pve,2021-04-13T04:26:18.000Z,7797,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8544592261,150,"[[398,46,127],[41,354,5],[22,1,975]]",,150,17716,0.2845709622,714467,30,88580,,,,,0.2543691397,0.8770949721,0.8605262521,0.8756307963,0.852992225,1969,0.9212798375,0.9263657957,0.8807588076,0.9769539078,0.8640576725,998,0.8801422042,0.7713178295,0.863340564,0.6970227671,0.9549356223,571,0.9527679025,0.8838951311,0.8827930175,0.885,0.9700446144,400,0.8727748081,0.8761208527,0.8770949721,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 3, epochs_per_client: 5}",l868tdq1,finished,-,maxb,host-max-main,2021-04-13T05:37:42.000Z,4776,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8463084102,150,"[[373,69,129],[18,376,6],[8,14,976]]",,150,17716,0.3206587732,714467,30,29525,,,,,0.2599903941,0.876079228,0.8566886184,0.8774990183,0.8570652806,1969,0.9202640934,0.9255571361,0.8784878488,0.9779559118,0.8609680742,998,0.8862366684,0.7690721649,0.9348370927,0.6532399299,0.9814020029,571,0.9456576943,0.8754365541,0.8191721133,0.94,0.9471000637,400,0.8699953528,0.8827789225,0.876079228,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 2}",nq4yheg0,finished,-,maxb,,2021-04-20T09:40:59.000Z,2761,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,0,0.7849401832,150,"[[338,67,166],[57,314,29],[36,24,938]]",,150,8858,0.5975034833,714467,,,,,,,0.5515551567,0.8075165058,0.7783709306,0.7958073119,0.7722745725,1969,0.8704926359,0.8803378695,0.827890556,0.9398797595,0.7991761071,998,0.8344337227,0.6746506986,0.7842227378,0.591943958,0.9334763948,571,0.9101066531,0.7801242236,0.775308642,0.785,0.9420012747,400,0.800331352,0.8045451574,0.8075165058,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",oj4sotuz,finished,-,maxb,host-max-pve,2021-04-13T03:46:48.000Z,7671,chlrvmn2,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,150,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027262449,714467,15,59050,,,,,1.02718699,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 10}",r0c28tkb,finished,-,maxb,host-max-pve,2021-04-14T04:09:39.000Z,4984,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.81688869,150,"[[381,49,141],[54,340,6],[17,15,966]]",,150,17716,0.3683362007,714467,15,177160,,,,,0.3000400364,0.8567800914,0.8352817476,0.8508096802,0.8283954365,1969,0.9090909091,0.9152060635,0.8679245283,0.9679358717,0.8486096807,998,0.8674454038,0.7448680352,0.842920354,0.6672504378,0.9492131617,571,0.93702387,0.8457711443,0.8415841584,0.85,0.9592096877,400,0.8517032794,0.85532243,0.8567800914,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 1}",vns00o02,finished,-,maxb,,2021-04-20T09:41:28.000Z,5160,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,1,,4242,,,,0,0.7433393598,150,"[[295,115,161],[13,371,16],[12,31,955]]",,150,17716,0.5676029921,714467,,,,,,,0.4427670538,0.8232605383,0.7893504164,0.8277053745,0.8003504353,1969,0.8882681564,0.896713615,0.843639576,0.9569138277,0.8177136972,998,0.8471305231,0.6621773288,0.921875,0.5166374781,0.9821173104,571,0.9111223972,0.8091603053,0.7176015474,0.9275,0.9069471001,400,0.8109129328,0.8407229765,0.8232605383,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",wvxsbq0e,finished,-,maxb,max-pve,2021-04-11T16:37:52.000Z,8225,am6j3hgn,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.78510952,150,"[[385,26,160],[82,300,18],[37,2,959]]",,150,17716,0.4678530395,714467,30,44290,,,,,0.3589382172,0.8349415947,0.8129385166,0.8406569015,0.7950591785,1969,0.8897917725,0.8983606557,0.8434476693,0.9609218437,0.8166838311,998,0.845099035,0.7162790698,0.7638888889,0.6742556918,0.9148783977,571,0.9349923819,0.8241758242,0.9146341463,0.75,0.9821542384,400,0.8304873606,0.8348374749,0.8349415947,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0, num_clients: 3}",6eq3idl3,finished,-,maxb,,2021-04-24T12:25:33.000Z,1253,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,2,0.5069420934,3,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5906,1.028796434,714467,,,,,,,1.027188182,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0, num_clients: 2}",a96q82xg,finished,-,maxb,,2021-04-24T02:22:58.000Z,7949,o8mswfpk,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,2,,4242,stratified_shuffle_deterministic,,,1,0.8947843909,18,"[[414,32,125],[49,342,9],[45,8,945]]",,150,8858,0.2114953548,14768835,,,,,,,0.296608299,0.8638902996,0.8506746019,0.8620198414,0.8423125235,1969,0.905027933,0.9099662975,0.8758109361,0.9468937876,0.8619979403,998,0.8725241239,0.7673772011,0.8149606299,0.7250437828,0.9327610873,571,0.9502285424,0.8746803069,0.8952879581,0.855,0.9745060548,400,0.8614478769,0.8621213901,0.8638902996,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0, num_clients: 3}",o471rw6e,finished,-,maxb,host-max-pve,2021-04-24T11:13:48.000Z,5571,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,1,0.8738357425,18,"[[389,44,138],[50,346,4],[31,6,961]]",,150,5905,0.2524410188,14768835,,,,,,,0.3111899793,0.8613509396,0.8438358393,0.8575523826,0.8363955991,1969,0.9090909091,0.914802475,0.8712601995,0.9629258517,0.8537590113,998,0.8664296597,0.7473583093,0.8276595745,0.6812609457,0.9420600858,571,0.9471813103,0.8693467337,0.8737373737,0.865,0.9681325685,400,0.8570102378,0.8591194746,0.8613509396,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0, num_clients: 3}",0q0lxu66,finished,-,maxb,host-max-pve,2021-04-24T12:18:53.000Z,5551,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,2,0.5086352825,23,"[[49,183,339],[11,257,132],[34,110,854]]",,150,5906,1.150705695,14768835,,,,,,,0.895165503,0.5891315389,0.4745590623,0.5443592083,0.5280085945,1969,0.68765871,0.7352561343,0.6445283019,0.8557114228,0.5149330587,998,0.7120365668,0.1473684211,0.5212765957,0.08581436077,0.9678111588,571,0.7785678009,0.5410526316,0.4672727273,0.6425,0.8132568515,400,0.5253194734,0.5727766746,0.5891315389,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0, num_clients: 3}",z6s3no4x,finished,-,maxb,host-max-pve,2021-04-24T20:50:02.000Z,3551,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,2,0.8872333169,26,"[[449,33,89],[70,328,2],[91,7,900]]",,150,5906,0.216962561,14768835,,,,,,,0.2981109917,0.8517013713,0.8398388693,0.8451811612,0.8360477873,1969,0.9040121889,0.9049773756,0.9081735621,0.9018036072,0.9062821833,998,0.8562722194,0.7603725656,0.7360655738,0.7863397548,0.8848354793,571,0.9431183342,0.8541666667,0.8913043478,0.82,0.9745060548,400,0.8527205802,0.8548361588,0.8517013713,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0, num_clients: 3}",1ixbt9yh,finished,-,maxb,,2021-04-23T17:55:38.000Z,1260,f7x2hj6e,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,1,0.8189669847,34,"[[337,62,172],[53,315,32],[27,18,953]]",,150,5905,0.3807297945,714467,,,,,,,0.3938284218,0.8151345861,0.7863646071,0.8097679226,0.7775341547,1969,0.873539868,0.8844547564,0.823681936,0.9549098196,0.789907312,998,0.8405281869,0.6821862348,0.8081534772,0.5901926445,0.9427753934,571,0.9162011173,0.7924528302,0.7974683544,0.7875,0.9490121096,400,0.8071078309,0.813853504,0.8151345861,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0, num_clients: 2}",o4ds625r,finished,-,maxb,,2021-04-24T04:35:31.000Z,2917,o8mswfpk,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,1,0.8357416987,41,"[[406,51,114],[40,351,9],[44,24,930]]",,150,8858,0.3391636014,714467,,,,,,,0.3252957463,0.8567800914,0.8406897899,0.8452353246,0.8401323341,1969,0.9029964449,0.9068746953,0.8831908832,0.9318637275,0.8733264676,998,0.873539868,0.7653157399,0.8285714286,0.711033275,0.9399141631,571,0.93702387,0.8498789346,0.823943662,0.8775,0.9521988528,400,0.8542446964,0.8553155165,0.8567800914,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0, num_clients: 3}",kej313ap,finished,-,maxb,host-max-pve,2021-04-24T13:19:11.000Z,5547,f7x2hj6e,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,2,0.8550626636,44,"[[383,58,130],[56,340,4],[58,17,923]]",,150,5906,0.3160037696,14768835,,,,,,,0.3632164598,0.8359573388,0.8166270432,0.8210423208,0.8152009214,1969,0.8938547486,0.898296837,0.8732261116,0.9248496994,0.8619979403,998,0.8466226511,0.7172284644,0.7706237425,0.6707530648,0.9184549356,571,0.9314372778,0.8343558282,0.8192771084,0.85,0.9521988528,400,0.8327983889,0.8325122701,0.8359573388,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0, num_clients: 3}",ang5pj1i,finished,-,maxb,host-max-pve,2021-04-24T21:49:19.000Z,1271,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,2,0.8359295726,45,"[[404,32,135],[79,315,6],[51,7,940]]",,150,5906,0.3436169624,714467,,,,,,,0.357693553,0.842559675,0.8236821301,0.838650011,0.8123048052,1969,0.8989334688,0.9042809043,0.8695652174,0.9418837675,0.8547888774,998,0.8491620112,0.7312217195,0.7565543071,0.707530648,0.9070100143,571,0.93702387,0.8355437666,0.8898305085,0.7875,0.9751434034,400,0.8401307521,0.8409094971,0.842559675,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0, num_clients: 3}",c96d9hap,finished,-,maxb,host-max-pve,2021-04-24T11:13:54.000Z,1956,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,1,0.8357324004,48,"[[330,116,125],[14,378,8],[19,25,954]]",,150,5905,0.3550102711,714467,,,,,,,0.3487422466,0.844083291,0.8147931088,0.8383531676,0.8262817579,1969,0.9101066531,0.9151079137,0.8776448942,0.9559118236,0.8630278064,998,0.8608430675,0.7066381156,0.9090909091,0.5779334501,0.9763948498,571,0.9172168614,0.8226332971,0.7283236994,0.945,0.9101338432,400,0.835866623,0.8564296563,0.844083291,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0, num_clients: 3}",ys434dxk,finished,-,maxb,,2021-04-24T13:45:23.000Z,1250,f7x2hj6e,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,2,0.8293260932,52,"[[368,50,153],[62,328,10],[32,17,949]]",,150,5906,0.362952739,714467,,,,,,,0.3915080428,0.8354494667,0.8123903995,0.8267779365,0.8051283887,1969,0.8923311326,0.8995260664,0.8534172662,0.9509018036,0.8321318229,998,0.8491620112,0.7124878993,0.7965367965,0.6444833625,0.9327610873,571,0.9294057897,0.8251572327,0.8303797468,0.82,0.9572976418,400,0.830178008,0.8322421743,0.8354494667,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0, num_clients: 2}",yu4vkg4e,finished,-,maxb,,2021-04-23T22:32:13.000Z,2907,o8mswfpk,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,1,0.8482727408,61,"[[462,33,76],[55,334,11],[107,17,874]]",,150,8858,0.2977145016,714467,,,,,,,0.3301925361,0.8481462671,0.8391848531,0.8398818616,0.8399527777,1969,0.8928390046,0.8922919857,0.9094693028,0.875751503,0.9104016478,998,0.8623666836,0.7732217573,0.7403846154,0.8091068301,0.8841201717,571,0.9410868461,0.8520408163,0.8697916667,0.835,0.9681325685,400,0.8495852472,0.8523751378,0.8481462671,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0, num_clients: 3}",zpzhzxk5,finished,-,maxb,,2021-04-23T16:57:11.000Z,3502,f7x2hj6e,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,1,0.8806096315,61,"[[378,45,148],[47,337,16],[44,14,940]]",,150,5905,0.2416955978,14768835,,,,,,,0.3550534546,0.8405281869,0.8226810147,0.8361431752,0.8154600883,1969,0.8872524124,0.8943862988,0.8514492754,0.9418837675,0.8311019567,998,0.8557643474,0.7269230769,0.8059701493,0.6619964974,0.93490701,571,0.938039614,0.8467336683,0.851010101,0.8425,0.9623964308,400,0.8361422399,0.838171342,0.8405281869,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0, num_clients: 3}",2uncubyw,finished,-,maxb,,2021-04-23T15:16:47.000Z,1246,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,1,0.5068585873,66,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5905,1.027895808,714467,,,,,,,1.027187586,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0, num_clients: 3}",rzxk065c,finished,-,maxb,,2021-04-23T14:18:13.000Z,3509,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,1,0.5068585873,66,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5905,1.027893901,14768835,,,,,,,1.027187347,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0, num_clients: 2}",30e7tjnu,finished,-,maxb,,2021-04-23T20:19:48.000Z,7940,o8mswfpk,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,2,,4242,stratified_shuffle_deterministic,,,1,0.8745766282,74,"[[377,49,145],[33,354,13],[45,14,939]]",,150,8858,0.2594512999,14768835,,,,,,,0.3453041911,0.8481462671,0.8326326342,0.8444877071,0.8287089825,1969,0.8897917725,0.8964200477,0.8559708295,0.9408817635,0.8372811535,998,0.8618588116,0.7348927875,0.8285714286,0.6602451839,0.9442060086,571,0.9446419502,0.8665850673,0.8489208633,0.885,0.9598470363,400,0.843517022,0.8465929502,0.8481462671,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0, num_clients: 2}",dkf5xtwm,finished,-,maxb,,2021-04-23T16:33:28.000Z,2830,o8mswfpk,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,1,0.5069993138,119,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,1.027794719,714467,,,,,,,1.02718842,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0, num_clients: 2}",ze18ocd3,finished,-,maxb,,2021-04-23T14:21:31.000Z,7913,o8mswfpk,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,2,,4242,stratified_shuffle_deterministic,,,1,0.5069993138,119,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,1.027794719,14768835,,,,,,,1.02718842,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 2}",91ymsoug,finished,-,maxb,,2021-04-23T19:32:45.000Z,2821,o8mswfpk,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,1,0.5069993138,147,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,0.9992441535,714467,,,,,,,0.9906763434,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3}",cl6adxqg,finished,-,maxb,host-max-pve,2021-04-24T22:10:32.000Z,3589,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,2,0.8868947029,147,"[[418,54,99],[41,354,5],[37,21,940]]",,150,5906,0.2376237959,14768835,,,,,,,0.3044678867,0.8694768918,0.8527373939,0.8560999675,0.8529776014,1969,0.9177247334,0.9206660137,0.9003831418,0.9418837675,0.8928939238,998,0.8826815642,0.7835051546,0.8427419355,0.7320490368,0.9442060086,571,0.938547486,0.8540410133,0.8251748252,0.885,0.9521988528,400,0.8673552719,0.8683890049,0.8694768918,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 2}",2xsfhrmp,finished,-,maxb,,2021-04-23T23:20:42.000Z,8005,o8mswfpk,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,2,,4242,stratified_shuffle_deterministic,,,1,0.8368706107,148,"[[364,60,147],[49,336,15],[55,16,927]]",,150,8858,0.359790206,14768835,,,,,,,0.3939269185,0.8263077704,0.8055388081,0.8148504759,0.8021119413,1969,0.8816658202,0.8883564926,0.8512396694,0.9288577154,0.833161689,998,0.8420518029,0.7006737247,0.7777777778,0.6374781086,0.9256080114,571,0.9288979177,0.8275862069,0.8155339806,0.84,0.9515615041,400,0.8215840321,0.8226825259,0.8263077704,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 3}",31472g53,finished,-,maxb,host-max-pve,2021-04-24T13:51:28.000Z,5567,f7x2hj6e,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,2,0.8156112432,148,"[[294,120,157],[27,351,22],[41,32,925]]",,150,5906,0.4313604236,14768835,,,,,,,0.4958541691,0.7973590655,0.7625826317,0.7826100454,0.7730799573,1969,0.8720162519,0.880114177,0.8378623188,0.9268537074,0.815653965,998,0.8247841544,0.6302250804,0.8121546961,0.5148861646,0.9513590844,571,0.8979177247,0.7774086379,0.6978131213,0.8775,0.9031230083,400,0.7867831004,0.8019564115,0.7973590655,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 3}",4qfnrglu,finished,-,maxb,host-max-pve,2021-04-24T12:46:42.000Z,1948,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,2,0.5066034794,148,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5906,0.9959285855,714467,,,,,,,0.9881858826,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 2}",8a0ko9kj,finished,-,maxb,,2021-04-23T17:20:40.000Z,7921,o8mswfpk,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,2,,4242,stratified_shuffle_deterministic,,,1,0.7274779677,148,"[[341,54,176],[111,243,46],[124,44,830]]",,150,8858,0.6000100374,14768835,,,,,,,0.602203846,0.718131031,0.6867403792,0.6978657479,0.678787075,1969,0.8019299137,0.8097560976,0.788973384,0.8316633267,0.7713697219,998,0.7638395124,0.5945945946,0.5920138889,0.5971978984,0.8319027182,571,0.8704926359,0.6558704453,0.7126099707,0.6075,0.9375398343,400,0.7160986679,0.7163429945,0.718131031,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3}",g3mxmsro,finished,-,maxb,host-max-pve,2021-04-24T11:46:32.000Z,1939,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,1,0.5187129378,149,"[[52,3,516],[56,30,314],[20,0,978]]",,150,5905,0.9500548244,714467,,,,,,,0.9163835645,0.5383443372,0.3281432657,0.6187567042,0.382009407,1969,0.5683087862,0.6970776907,0.5409292035,0.9799599198,0.1452111226,998,0.6978161503,0.1487839771,0.40625,0.09106830123,0.9456366237,571,0.8105637379,0.1385681293,0.9090909091,0.075,0.9980879541,400,0.4246147476,0.5766645296,0.5383443372,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3}",gmvncpkf,finished,-,maxb,,2021-04-24T11:25:45.000Z,3582,f7x2hj6e,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,1,0.8684166074,149,"[[395,68,108],[52,343,5],[53,19,926]]",,150,5905,0.302685231,14768835,,,,,,,0.3517490327,0.845099035,0.8244381919,0.8263053323,0.8257081793,1969,0.906043677,0.9091801669,0.8912415784,0.9278557114,0.8836251287,998,0.8572879634,0.7376283847,0.79,0.6917688266,0.9248927039,571,0.9268664297,0.8265060241,0.7976744186,0.8575,0.9445506692,400,0.8426358679,0.842873978,0.845099035,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 3}",p7uy4rso,finished,-,maxb,,2021-04-23T16:36:16.000Z,1253,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,1,0.5068585873,149,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5905,1.027807355,714467,,,,,,,1.027273178,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 3}",w3ohcohp,finished,-,maxb,,2021-04-23T15:37:35.000Z,3516,f7x2hj6e,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,1,0.6987298727,149,"[[253,90,228],[142,221,37],[77,23,898]]",,150,5905,0.6647073627,14768835,,,,,,,0.6585560441,0.6968004063,0.6394718577,0.6566115368,0.6317939703,1969,0.8146267141,0.8310967145,0.7721410146,0.8997995992,0.7270854789,998,0.7272727273,0.4851390221,0.5360169492,0.4430823117,0.8433476395,571,0.8517013713,0.6021798365,0.6616766467,0.5525,0.9279796048,400,0.6842665502,0.6812255303,0.6968004063,1969
